,Geography,Gender,Balance,CreditScore,Age,NumOfProducts,EstimatedSalary,Exited
1880,France,Male,0,6.361302478,3.433987204,0,139048,0
1881,Germany,Female,140355.56,6.378426184,3.583518938,0.693147181,136329.96,0
1882,Spain,Female,0,6.272877007,3.583518938,0.693147181,14721.8,0
1883,France,Male,0,6.69950034,3.401197382,0.693147181,3430.38,0
1884,Germany,Male,107418.27,6.672032945,3.218875825,0,160450.21,0
1885,France,Male,0,6.486160789,3.555348061,0.693147181,1485.27,0
1886,Spain,Male,0,6.333279628,3.465735903,0.693147181,19720.08,0
1887,Spain,Male,167557.12,6.502790046,3.663561646,0,41183.02,0
1888,Spain,Male,117300.02,6.418364936,3.526360525,0,139410.08,0
1889,France,Male,0,6.192362489,4.094344562,0.693147181,163691.48,0
1890,France,Female,143672.9,6.499787041,3.218875825,0,115147.33,0
1891,France,Male,0,6.59441346,3.496507561,0.693147181,74945.11,0
1892,France,Female,0,6.369900983,3.610917913,0.693147181,180363.56,0
1893,Germany,Female,76798.92,6.452048954,3.433987204,0,196021.73,0
1894,France,Male,0,6.192362489,3.526360525,0.693147181,125979.36,0
1895,Spain,Female,115309.75,6.282266747,3.891820298,0,111421.77,0
1896,France,Female,178171.04,6.65415252,3.36729583,0.693147181,115818.51,0
1897,Spain,Female,0,6.69950034,3.63758616,0.693147181,179360.76,0
1898,Spain,Female,0,6.51174533,3.610917913,0.693147181,82351.06,0
1899,Germany,Female,127258.79,6.69950034,3.80666249,0,192744.23,1
1900,Spain,Female,0,6.440946541,3.401197382,0,113408.47,0
1901,France,Female,0,6.345636361,3.496507561,0,124641.42,0
1902,Spain,Male,0,6.679599186,4.094344562,0.693147181,54871.02,0
1903,Spain,Female,0,6.650279049,3.496507561,0,98820.09,0
1904,Spain,Male,0,6.622736324,3.583518938,0.693147181,45570.84,0
1905,Spain,Female,107569.96,6.43775165,4.094344562,0,182336.45,0
1906,Germany,Male,134874.4,6.282266747,3.218875825,0,118825.56,0
1907,France,Female,0,6.666956792,3.36729583,0.693147181,103372.79,0
1908,France,Female,0,6.429719478,4.094344562,0.693147181,43486.73,0
1909,Spain,Female,0,6.405228458,3.871201011,0.693147181,40062.99,0
1910,Spain,Female,0,6.507277712,3.465735903,0.693147181,46175.7,0
1911,Spain,Male,70105.87,6.424869024,3.737669618,0,120830.73,0
1912,France,Male,0,6.388561406,3.713572067,0.693147181,5967.09,0
1913,Germany,Female,78939.15,6.532334292,3.36729583,0,122134.56,1
1914,Germany,Male,105128.85,6.629363253,3.401197382,0.693147181,62972.13,0
1915,Spain,Male,113836.27,6.6147256,3.433987204,0,174815.54,0
1916,Spain,Male,0,6.22059017,3.218875825,0,192841.13,0
1917,Germany,Male,100900.5,6.29710932,3.871201011,0,33310.72,1
1918,Germany,Female,129248.11,6.192362489,3.688879454,0.693147181,72876.43,1
1919,France,Female,109118.05,6.643789733,3.33220451,0.693147181,50911.41,0
1920,France,Male,0,6.426488457,4.025351691,0,142400.27,1
1921,France,Female,0,6.381816017,3.433987204,0.693147181,48778.46,0
1922,France,Female,126397.66,6.489204931,3.555348061,0,156361.58,1
1923,France,Male,108546.16,6.43775165,3.583518938,0.693147181,133807.77,1
1924,France,Male,148061.89,6.575075841,3.583518938,0,179128.69,1
1925,France,Male,122277.87,6.502790046,3.784189634,0,91810.71,0
1926,France,Male,0,6.689599269,3.218875825,0.693147181,173195.33,0
1927,France,Male,0,6.541029999,3.433987204,0.693147181,182270.88,0
1928,Germany,Male,152899.24,6.591673732,3.583518938,0.693147181,177130.33,0
1929,Germany,Male,134388.11,6.192362489,3.988984047,0,49954.79,1
1930,Spain,Female,109740.62,6.448889394,3.688879454,0,141896.74,0
1931,Germany,Male,92366.72,6.284134161,3.218875825,0.693147181,120661.71,0
1932,France,Female,129109.02,6.350885717,3.258096538,0,149814.68,1
1933,Spain,Female,0,6.484635236,4.025351691,0.693147181,41782.7,0
1934,Germany,Male,105102.5,6.501289671,4.094344562,0,46172.47,0
1935,Germany,Male,111375.32,6.587550015,3.401197382,0.693147181,2704.09,0
1936,France,Male,0,6.259581464,3.663561646,0.693147181,6726.53,0
1937,Germany,Female,150412.14,6.590301048,3.496507561,0.693147181,170764.08,0
1938,France,Male,156660.72,6.552507887,3.401197382,0.693147181,45742.42,0
1939,France,Male,90957.81,6.249975242,3.63758616,0,162304.59,0
1940,France,Male,104960.46,6.605297921,3.610917913,0,80883.82,0
1941,Germany,Female,117052.82,6.274762021,3.433987204,0,118508.09,1
1942,Spain,Male,88915.85,6.192362489,3.784189634,0,69697.74,0
1943,France,Male,148071.39,6.527957918,3.80666249,0,183575.01,0
1944,Germany,Male,152182.83,6.590301048,3.663561646,0,161203.6,0
1945,Spain,Male,0,6.663132696,3.663561646,0.693147181,143752.77,0
1946,France,Male,130056.23,6.598509029,3.218875825,0,121894.31,1
1947,Germany,Male,95039.73,6.473890696,3.526360525,0.693147181,147055.87,0
1948,France,Male,0,6.533788838,3.951243719,0.693147181,172033.57,0
1949,Spain,Male,0,6.522092798,3.555348061,0.693147181,143774.06,0
1950,France,Female,112773.73,6.246106765,3.761200116,0.693147181,139366.58,0
1951,France,Female,123806.28,6.522092798,3.610917913,0,81776.84,1
1952,France,Male,144453.75,6.403574198,3.970291914,0,190998.96,1
1953,Germany,Male,94667.29,6.436150368,3.295836866,0.693147181,4470.52,0
1954,France,Male,0,6.434546519,3.218875825,0.693147181,135851.3,0
1955,Spain,Male,174397.21,6.436150368,3.931825633,0.693147181,172372.63,0
1956,Germany,Female,108888.24,6.336825731,4.060443011,0.693147181,135875.51,1
1957,France,Male,118803.35,6.336825731,4.007333185,0.693147181,128124.7,1
1958,France,Male,171137.62,6.56526497,3.988984047,0,167023.95,1
1959,France,Male,0,6.469250317,3.737669618,0,149807.01,0
1960,France,Male,136678.52,6.561030666,3.496507561,0,54290.62,0
1961,Spain,Female,135515.76,6.484635236,3.583518938,0,86013.96,0
1962,Spain,Female,177799.83,6.558197803,3.218875825,0.693147181,79886.06,0
1963,Spain,Female,143542.36,6.192362489,3.951243719,0.693147181,141959.11,1
1964,Germany,Male,147487.23,6.359573869,3.526360525,0.693147181,66680.77,0
1965,France,Female,97764.41,6.684611728,3.688879454,0,98640.15,1
1966,France,Female,0,6.416732283,3.496507561,0,142797.5,1
1967,Germany,Female,139480.18,6.523562306,3.871201011,0,163581.67,0
1968,Spain,Male,0,6.326149473,3.218875825,0.693147181,163221.22,0
1969,Spain,Female,140553.46,6.192362489,3.663561646,0,12440.44,0
1970,France,Female,0,6.575075841,3.583518938,0.693147181,145551.6,0
1971,France,Female,141162.08,6.501289671,3.713572067,0,50908.48,0
1972,Spain,Male,65848.36,6.366470448,3.258096538,0.693147181,30149.21,0
1973,Spain,Female,83319.28,6.597145702,3.401197382,0,57769.2,0
1974,France,Male,0,6.541029999,3.713572067,0.693147181,156381.47,0
1975,France,Female,129731.64,6.542471961,3.496507561,0.693147181,178123.86,0
1976,France,Female,0,6.432940093,3.555348061,0.693147181,51112.8,0
1977,Spain,Female,0,6.393590754,3.63758616,0.693147181,173783.38,0
1978,Spain,Male,0,6.575075841,3.555348061,0.693147181,174770.14,1
1979,Germany,Male,107106.33,6.202535517,3.610917913,0.693147181,172063.09,0
1980,France,Male,0,6.467698726,3.496507561,0.693147181,155294.17,0
1981,France,Female,0,6.317164687,3.401197382,0.693147181,40320.3,0
1982,Spain,Female,105303.73,6.192362489,4.094344562,0,134260.34,0
1983,France,Male,165798.1,6.502790046,3.33220451,0,147090.9,0
1984,Spain,Female,0,6.617402978,3.688879454,0.693147181,132368.47,0
1985,Spain,Female,126495.57,6.274762021,3.80666249,0.693147181,164741.5,0
1986,Spain,Female,116393.59,6.577861358,3.850147602,0,63051.32,1
1987,Germany,Female,81733.74,6.69950034,3.713572067,0.693147181,199761.29,0
1988,France,Male,0,6.603943825,3.988984047,0,55725.04,1
1989,Spain,Female,106171.68,6.333279628,3.828641396,0,163145.5,1
1990,Spain,Male,96020.86,6.543911846,3.33220451,0,57992.49,0
1991,Spain,Male,0,6.69950034,3.713572067,0.693147181,193093.77,0
1992,Germany,Male,181671.16,6.439350371,3.583518938,0.693147181,57531.14,0
1993,France,Female,185709.28,6.418364936,3.36729583,0.693147181,77242.19,0
1994,Germany,Male,134250.17,6.69950034,4.094344562,0.693147181,153046.16,1
1995,France,Female,0,6.558197803,3.891820298,0,63405.2,1
1996,France,Female,95671.75,6.369900983,3.784189634,0.693147181,106564.88,0
1997,France,Male,0,6.280395839,4.094344562,0.693147181,42763.12,1
1998,France,Female,142151.75,6.510258341,3.526360525,0.693147181,168753.34,0
1999,France,Male,127823.93,6.401917197,3.761200116,0,19483.35,0
2000,Germany,Male,144164.29,6.450470422,3.761200116,0,158646.46,0
2001,France,Male,63492.94,6.69950034,4.060443011,0,83172.19,0
2002,France,Female,0,6.49375384,3.295836866,0.693147181,76889.79,0
2003,France,Male,0,6.398594935,4.094344562,0.693147181,51554.58,0
2004,France,Male,106134.46,6.448889394,3.713572067,0,105570.39,0
2005,Germany,Male,127269.75,6.527957918,3.36729583,0,79495.01,0
2006,Germany,Female,124493.03,6.665683718,3.465735903,0.693147181,52583.79,1
2007,France,Male,0,6.532334292,3.663561646,0.693147181,26848.25,0
2008,Germany,Female,146547.78,6.558197803,3.761200116,0,10072.55,1
2009,France,Male,99610.92,6.459904454,3.761200116,0.693147181,187296.78,0
2010,Germany,Male,117837.43,6.591673732,3.828641396,0,104016.61,1
2011,Spain,Female,168522.37,6.320768294,3.871201011,0,151310.16,0
2012,France,Male,117337.54,6.345636361,3.465735903,0.693147181,62810.91,0
2013,France,Male,108131.53,6.69950034,4.094344562,0,60830.38,0
2014,Germany,Male,136496.12,6.558197803,3.555348061,0.693147181,116672.02,0
2015,France,Male,116324.53,6.315358002,3.465735903,0,77304.49,0
2016,Germany,Female,75470.23,6.658011046,3.688879454,0,52894.01,0
2017,France,Male,172646.82,6.54534966,3.33220451,0,116471.43,0
2018,Spain,Female,0,6.590301048,3.610917913,0,4539.38,0
2019,Germany,Male,160358.68,6.538139824,3.295836866,0.693147181,142367.72,0
2020,France,Male,98415.37,6.559615237,3.401197382,0,110520.48,0
2021,Germany,Female,57809.32,6.440946541,3.401197382,0,188258.49,0
2022,Germany,Female,128743.8,6.573680167,3.218875825,0,197322.13,0
2023,Germany,Male,130806.42,6.216606101,3.218875825,0.693147181,80241.14,0
2024,France,Male,123971.16,6.398594935,3.713572067,0,172814.99,0
2025,Spain,Female,0,6.300785795,3.663561646,0,38410.74,1
2026,France,Male,0,6.452048954,3.80666249,0.693147181,17622.82,0
2027,Spain,Female,0,6.192362489,3.218875825,0.693147181,48021.71,0
2028,France,Female,0,6.484635236,4.077537444,0,88958.49,1
2029,France,Female,0,6.192362489,3.663561646,0.693147181,116343.09,0
2030,France,Male,156297.58,6.253828812,3.496507561,0.693147181,166102.61,0
2031,Spain,Female,0,6.436150368,3.33220451,0.693147181,104353.26,0
2032,France,Male,123372.3,6.639875834,3.931825633,0,115429.32,0
2033,Germany,Female,92171.35,6.502790046,3.610917913,0.693147181,178106.34,1
2034,Spain,Male,0,6.499787041,3.713572067,0.693147181,132152.32,0
2035,Germany,Male,148375.19,6.563855527,3.526360525,0.693147181,21521.38,0
2036,France,Female,0,6.368187186,3.784189634,0.693147181,27431.62,0
2037,Spain,Male,147422.44,6.661854741,3.526360525,0,42143.61,0
2038,Spain,Female,173962.32,6.504288174,3.218875825,0,106457.11,1
2039,France,Male,0,6.431331082,3.850147602,0,133831.37,1
2040,Germany,Female,145215.43,6.361302478,4.094344562,0,164083.72,0
2041,France,Female,167539.97,6.304448802,3.63758616,0,159207.34,0
2042,France,Female,94968.97,6.69950034,3.663561646,0,84487.62,0
2043,Germany,Female,106116.5,6.502790046,3.295836866,0.693147181,3674.71,0
2044,France,Male,0,6.583409222,3.526360525,0.693147181,12092.03,0
2045,France,Male,0,6.192362489,3.80666249,0.693147181,77475.73,0
2046,France,Female,0,6.504288174,3.433987204,0.693147181,41291.73,0
2047,Germany,Male,120018.86,6.253828812,3.526360525,0.693147181,343.38,0
2048,France,Male,112541.54,6.308098442,3.610917913,0.693147181,47432.43,0
2049,France,Female,166118.45,6.340359304,3.555348061,0.693147181,127827.18,0
2050,France,Female,102882.4,6.579251212,3.80666249,0.693147181,35633.15,1
2051,France,Female,0,6.198478716,3.891820298,0,182865.09,1
2052,France,Female,106881.5,6.568077911,3.610917913,0.693147181,169386.81,0
2053,Germany,Male,120727.97,6.535241271,3.258096538,0,149073.88,0
2054,France,Male,169832.57,6.69950034,4.094344562,0,184107.26,1
2055,France,Male,0,6.616065185,3.713572067,0.693147181,22750.17,0
2056,Germany,Male,113599.42,6.192362489,3.63758616,0,11950.29,0
2057,Spain,Male,0,6.289715571,3.63758616,0,152880.07,1
2058,France,Male,0,6.610696045,3.465735903,0.693147181,175252.78,0
2059,France,Male,0,6.561030666,3.850147602,0.693147181,174303.29,0
2060,Spain,Female,0,6.364750757,3.912023005,0.693147181,80701.72,0
2061,Spain,Male,146282.79,6.602587892,3.63758616,0.693147181,198516.2,0
2062,Germany,Female,119413.62,6.192362489,3.63758616,0.693147181,175756.36,0
2063,Germany,Female,122084.63,6.555356892,3.36729583,0,82824.08,0
2064,Germany,Female,103060.63,6.376726948,3.555348061,0,179866.01,1
2065,France,Male,0,6.639875834,3.784189634,0.693147181,159899.97,0
2066,France,Male,0,6.439350371,3.496507561,0.693147181,138504.28,0
2067,Germany,Male,110483.86,6.300785795,3.610917913,0,127394.67,0
2068,France,Male,120718.28,6.612041035,3.433987204,0,58961.49,0
2069,Spain,Female,36566.96,6.489204931,3.433987204,0,103644.98,1
2070,Germany,Male,108601,6.444131257,3.33220451,0,119647.7,0
2071,France,Female,0,6.577861358,3.737669618,0,28465.86,1
2072,Spain,Female,0,6.530877628,3.583518938,0.693147181,152979.14,0
2073,France,Male,0,6.610696045,3.583518938,0.693147181,190911.02,0
2074,Spain,Female,0,6.439350371,3.871201011,0.693147181,95794.98,0
2075,Germany,Male,141136.62,6.49375384,3.784189634,0,189742.78,1
2076,Germany,Male,108231.37,6.56526497,3.80666249,0,188574.08,0
2077,France,Male,0,6.483107351,3.688879454,0,183872.88,1
2078,Spain,Female,144855.34,6.343880434,3.526360525,0,196555.32,0
2079,France,Male,68432.45,6.461468176,4.094344562,0.693147181,112503.24,1
2080,France,Male,136855.24,6.33150185,3.80666249,0,46864,0
2081,France,Female,44020.89,6.580639137,4.007333185,0,65864.4,1
2082,Germany,Male,133060.63,6.192362489,3.465735903,0,125167.92,0
2083,Spain,Male,0,6.698268054,3.663561646,0.693147181,177519.39,0
2084,France,Male,0,6.280395839,3.218875825,0,169653.32,0
2085,France,Female,97665.61,6.192362489,3.583518938,0,118372.55,1
2086,Germany,Male,185013.02,6.386879319,3.33220451,0,16481.12,0
2087,Spain,Female,0,6.586171655,3.465735903,0.693147181,138525.19,0
2088,France,Female,65971.61,6.573680167,3.951243719,0.693147181,14608,1
2089,Germany,Female,150463.11,6.388561406,3.713572067,0.693147181,81548.38,0
2090,France,Female,0,6.520621128,3.496507561,0.693147181,69608.48,0
2091,Spain,Male,0,6.502790046,3.663561646,0.693147181,68873.8,0
2092,France,Female,136425.18,6.49375384,3.610917913,0,81102.81,0
2093,Spain,Male,250898.09,6.484635236,3.63758616,0.693147181,81054,1
2094,France,Male,146798.81,6.318968114,4.007333185,0,74149.77,0
2095,Spain,Male,0,6.274762021,4.094344562,0.693147181,99503.19,0
2096,Germany,Female,128486.91,6.415096959,3.688879454,0.693147181,10109.47,0
2097,France,Female,0,6.396929655,3.63758616,0.693147181,58855.85,0
2098,Spain,Male,143407.29,6.274762021,3.610917913,0.693147181,84402.46,0
2099,France,Female,0,6.398594935,3.761200116,0,49713.87,1
2100,France,Male,76165.65,6.306275287,4.043051268,0,133537.53,0
2101,France,Male,0,6.632001777,3.688879454,0.693147181,124615.59,0
2102,Spain,Female,0,6.519147288,3.891820298,0.693147181,98090.69,0
2103,Germany,Female,90560.3,6.626717749,3.496507561,0.693147181,42607.69,0
2104,France,Male,62391.22,6.386879319,4.094344562,0,192434.11,0
2105,France,Male,0,6.643789733,3.737669618,0.693147181,60686.4,0
2106,France,Female,0,6.198478716,3.433987204,0.693147181,49463.44,0
2107,Germany,Female,123378.2,6.456769656,4.007333185,0,81431.99,1
2108,Spain,Female,99836.47,6.470799504,3.737669618,0,22909.56,0
2109,Germany,Male,161434.36,6.385194399,4.094344562,0.693147181,65532.17,0
2110,Spain,Male,0,6.390240667,3.713572067,0.693147181,141053.85,0
2111,Germany,Female,138311.76,6.582025139,3.871201011,0,3472.63,1
2112,France,Male,0,6.464588304,3.218875825,0.693147181,102083.78,0
2113,Spain,Female,0,6.192362489,3.33220451,0.693147181,1801.77,0
2114,Germany,Male,101744.84,6.603943825,3.555348061,0,85185.44,0
2115,Spain,Male,0,6.595780514,3.496507561,0,119882.7,0
2116,Germany,Female,125456.07,6.192362489,3.988984047,0,83715.66,1
2117,France,Male,0,6.552507887,3.784189634,0.693147181,23425.78,0
2118,France,Male,0,6.52649486,3.433987204,0.693147181,77326.78,0
2119,France,Female,0,6.192362489,3.295836866,0.693147181,156150.08,1
2120,France,Male,0,6.536691598,3.36729583,0.693147181,108577.97,0
2121,Germany,Female,118449.21,6.426488457,3.988984047,0,133573.29,1
2122,France,Male,0,6.508769137,3.401197382,0,102057.86,0
2123,Spain,Female,178095.55,6.639875834,3.465735903,0,47247.56,0
2124,Germany,Female,109175.14,6.478509642,3.218875825,0.693147181,114566.47,0
2125,France,Male,127785.17,6.556778356,3.465735903,0.693147181,184464.7,1
2126,France,Female,0,6.298949247,3.80666249,0.693147181,151401.33,0
2127,France,Female,0,6.672032945,3.688879454,0.693147181,70607.1,0
2128,Germany,Male,134260.36,6.56526497,3.526360525,0.693147181,147074.67,0
2129,France,Male,69143.91,6.610696045,3.610917913,0.693147181,105780.18,0
2130,France,Male,100054.77,6.553933404,3.526360525,0,109496.45,0
2131,France,Female,0,6.556778356,3.80666249,0,137739.45,0
2132,France,Male,116248.88,6.419994928,3.63758616,0,105140.92,0
2133,Spain,Female,86053.52,6.411818268,3.761200116,0.693147181,113276.46,1
2134,France,Female,123157.95,6.533788838,3.465735903,0,172531.23,0
2135,France,Male,63438.91,6.56948142,3.784189634,0,64375.4,0
2136,Germany,Male,95295.39,6.601230119,4.043051268,0,28434.44,1
2137,France,Male,133550.67,6.588926478,3.218875825,0,46941.41,0
2138,France,Female,106871.81,6.69950034,3.63758616,0.693147181,29333.01,0
2139,Spain,Male,105266.32,6.576469569,3.80666249,0.693147181,193724.51,0
2140,France,Female,105229.53,6.466144724,3.931825633,0,34967.75,1
2141,France,Male,102768.42,6.481577129,3.713572067,0,55663.85,0
2142,France,Male,0,6.513230111,3.218875825,0.693147181,55753.12,1
2143,France,Male,112689.95,6.536691598,3.555348061,0,176962.31,0
2144,France,Male,122334.26,6.69950034,3.63758616,0.693147181,181507.44,0
2145,Spain,Male,0,6.452048954,3.526360525,0.693147181,61995.57,0
2146,Spain,Male,137847.41,6.450470422,3.496507561,0.693147181,98349.13,0
2147,France,Male,122486.47,6.69950034,3.891820298,0,59748.19,0
2148,France,Male,101286.11,6.499787041,3.496507561,0,159840.51,0
2149,Spain,Male,0,6.445719819,3.258096538,0.693147181,6656.64,0
2150,Spain,Male,101247.06,6.69950034,4.043051268,0,37141.62,1
2151,France,Male,86977.96,6.504288174,3.63758616,0,37094.75,0
2152,France,Male,0,6.624065228,4.043051268,0,159475.08,1
2153,France,Female,110123.59,6.613384218,4.007333185,0,51548.14,1
2154,France,Male,178111.82,6.541029999,3.583518938,0,58719.63,1
